requirement_id,tender_id,requirement_text,product,category,technical_attributes,mandatory_constraints,quantity,unit,record_type,synthetic_flag
SYN-REQ-00071,SYN-TENDER-00071,Procurement requirement for product/service conforming to Boxes and Enclosures for Electrical Accessories for Household and Similar Fixed Electrical Installations — General Requirements ( First Revision ),Boxes and Enclosures for Electrical Accessories for Household and Similar Fixed Electrical Installations — General Requirements ( First Revision ),Product Specification,boxes; enclosures; electrical; accessories; household; similar; fixed; installations; general; first; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-00072,SYN-TENDER-00072,Procurement requirement for product/service conforming to Oxygen Compressed Gas and Liquid-Specification (Fifth Revision),Oxygen Compressed Gas and Liquid-Specification (Fifth Revision),Product Specification,oxygen; compressed; gas; liquid; fifth; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-00073,SYN-TENDER-00073,Procurement requirement for product/service conforming to Forestry Tools - Wooden Filing Vice - Specification,Forestry Tools - Wooden Filing Vice - Specification,Product Specification,forestry; tools; wooden; filing; vice,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-00074,SYN-TENDER-00074,Procurement requirement for product/service conforming to Specification for caulking mallets,Specification for caulking mallets,Product Specification,caulking; mallets,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-00075,SYN-TENDER-00075,"Procurement requirement for product/service conforming to Solid mineral fuels - Determination of total carbon, hydrogen and nitrogen content - Instrumental method","Solid mineral fuels - Determination of total carbon, hydrogen and nitrogen content - Instrumental method",Methods of Tests,solid; mineral; fuels; determination; total; carbon; hydrogen; nitrogen; content; instrumental,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-00076,SYN-TENDER-00076,"Procurement requirement for product/service conforming to Specification for linseed oil, raw and refined (Second Revision)","Specification for linseed oil, raw and refined (Second Revision)",Product Specification,linseed; oil; raw; refined; second; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-00077,SYN-TENDER-00077,Procurement requirement for product/service conforming to Thermoplastics Hoses (Textile Reinforced) for Compressed Air — Specification (Second Revision),Thermoplastics Hoses (Textile Reinforced) for Compressed Air — Specification (Second Revision),Product Specification,thermoplastics; hoses; textile; reinforced; compressed; air; second; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-00078,SYN-TENDER-00078,"Procurement requirement for product/service conforming to General requirements for steel drop, upset and press forgings","General requirements for steel drop, upset and press forgings",Code of Practice,general; steel; drop; upset; press; forgings,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-00079,SYN-TENDER-00079,Procurement requirement for product/service conforming to Face milling cutters with indexable inserts -- Dimensions,Face milling cutters with indexable inserts -- Dimensions,Dimensions,face; milling; cutters; indexable; inserts; dimensions,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-00080,SYN-TENDER-00080,Procurement requirement for product/service conforming to Specification for burner pliers,Specification for burner pliers,Product Specification,burner; pliers,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-00081,SYN-TENDER-00081,Procurement requirement for product/service conforming to Code of practice for corrosion protection of steel reinforcement in RB and RCC construction,Code of practice for corrosion protection of steel reinforcement in RB and RCC construction,Code of Practice,corrosion; protection; steel; reinforcement; rb; rcc; construction,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-00082,SYN-TENDER-00082,Procurement requirement for product/service conforming to Identification cards Physical characteristics,Identification cards Physical characteristics,Product Specification,identification; cards; physical; characteristics,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-00083,SYN-TENDER-00083,Procurement requirement for product/service conforming to Spectrometric analysis of cast iron by direct reading optical emission vacuum spectrometer - Point to plane technique,Spectrometric analysis of cast iron by direct reading optical emission vacuum spectrometer - Point to plane technique,Methods of Tests,spectrometric; analysis; cast; iron; by; direct; reading; optical; emission; vacuum; spectrometer; point,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-00084,SYN-TENDER-00084,Procurement requirement for product/service conforming to Code of practice for handling and storage of bagged fertilizers (First Revision),Code of practice for handling and storage of bagged fertilizers (First Revision),Code of Practice,handling; storage; bagged; fertilizers; first; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-00085,SYN-TENDER-00085,Procurement requirement for product/service conforming to Code of Practice for Natural Ventilaltion of Residential Buildings (First Revision),Code of Practice for Natural Ventilaltion of Residential Buildings (First Revision),Code of Practice,natural; ventilaltion; residential; buildings; first; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-00086,SYN-TENDER-00086,Procurement requirement for product/service conforming to Methods of Measurements on Cathode - Ray Oscilloscope (Dc to 10 Mc/s),Methods of Measurements on Cathode - Ray Oscilloscope (Dc to 10 Mc/s),Methods of Tests,measurements; on; cathode; ray; oscilloscope; dc; 10; mc,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-00087,SYN-TENDER-00087,Procurement requirement for product/service conforming to Cotton Seed Delinting Machinery — HCL Gas Generation Unit — Specification,Cotton Seed Delinting Machinery — HCL Gas Generation Unit — Specification,Product Specification,cotton; seed; delinting; machinery; hcl; gas; generation; unit,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-00088,SYN-TENDER-00088,Procurement requirement for product/service conforming to Tin or tin - Lead coated copper wire - Specificaiton (First Revision),Tin or tin - Lead coated copper wire - Specificaiton (First Revision),Product Specification,tin; or; lead; coated; copper; wire; specificaiton; first; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-00089,SYN-TENDER-00089,Procurement requirement for product/service conforming to Methods of tests for animal feeds and feeding stuffs: Part 1 general methods,Methods of tests for animal feeds and feeding stuffs: Part 1 general methods,Methods of Tests,tests; animal; feeds; feeding; stuffs; 1; general,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-00090,SYN-TENDER-00090,Procurement requirement for product/service conforming to Specification for wirebound wooden boxes,Specification for wirebound wooden boxes,Product Specification,wirebound; wooden; boxes,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-00091,SYN-TENDER-00091,Procurement requirement for product/service conforming to Interpreting services Legal interpreting Requirements,Interpreting services Legal interpreting Requirements,Service Specification,interpreting; services; legal,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-00092,SYN-TENDER-00092,"Procurement requirement for product/service conforming to Textiles - Light Weight Jute Sacking Bags for Packing 50 kg Mustard Seed, Niger Seed and Ragi - Specification","Textiles - Light Weight Jute Sacking Bags for Packing 50 kg Mustard Seed, Niger Seed and Ragi - Specification",Product Specification,textiles; light; weight; jute; sacking; bags; packing; 50; kg; mustard; seed; niger,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-00093,SYN-TENDER-00093,Procurement requirement for product/service conforming to Ophthalmic optics - Uncut finished spectacle lenses: Part 5 minimum requirements for spectacle lens surfaces claimed to be abrasion - Resistant,Ophthalmic optics - Uncut finished spectacle lenses: Part 5 minimum requirements for spectacle lens surfaces claimed to be abrasion - Resistant,Product Specification,ophthalmic; optics; uncut; finished; spectacle; lenses; 5; minimum; lens; surfaces; claimed; be,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-00094,SYN-TENDER-00094,"Procurement requirement for product/service conforming to Acetamiprid, SP - Specification","Acetamiprid, SP - Specification",Product Specification,acetamiprid; sp,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-00095,SYN-TENDER-00095,Procurement requirement for product/service conforming to Internal Combustion Engines - Piston Rings - Oil Control Rings,Internal Combustion Engines - Piston Rings - Oil Control Rings,Product Specification,internal; combustion; engines; piston; rings; oil; control,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-00096,SYN-TENDER-00096,Procurement requirement for product/service conforming to INEDIBLE OFFALS TROLLEY SPECIFICATION First Revision of IS 7891,INEDIBLE OFFALS TROLLEY SPECIFICATION First Revision of IS 7891,Product Specification,inedible; offals; trolley; first; revision; is; 7891,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-00097,SYN-TENDER-00097,Procurement requirement for product/service conforming to Glossary of terms relating to alcohol (ethyl) industry and trade,Glossary of terms relating to alcohol (ethyl) industry and trade,Terminology,glossary; terms; relating; alcohol; ethyl; industry; trade,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-00098,SYN-TENDER-00098,Procurement requirement for product/service conforming to Implants for surgery - Metallic materials Part 14 Wrought titanium 15-molybdenum 5-zirconium 3-aluminium alloy,Implants for surgery - Metallic materials Part 14 Wrought titanium 15-molybdenum 5-zirconium 3-aluminium alloy,Product Specification,implants; surgery; metallic; materials; 14; wrought; titanium; 15; molybdenum; 5; zirconium; 3,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-00099,SYN-TENDER-00099,Procurement requirement for product/service conforming to Optics and Photonics - Optional Transfer Function - Application Part 1 Interchangeable Lenses for 35 mm Still Cameras,Optics and Photonics - Optional Transfer Function - Application Part 1 Interchangeable Lenses for 35 mm Still Cameras,Dimensions,optics; photonics; optional; transfer; function; application; 1; interchangeable; lenses; 35; mm; still,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-00100,SYN-TENDER-00100,"Procurement requirement for product/service conforming to Rubber seals - Joint rings for water supply, drainage and sewerage pipelines - Specification for materials (Second Revision)","Rubber seals - Joint rings for water supply, drainage and sewerage pipelines - Specification for materials (Second Revision)",Product Specification,rubber; seals; joint; rings; water; supply; drainage; sewerage; pipelines; materials; second; revision,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-00101,SYN-TENDER-00101,Procurement requirement for product/service conforming to Identification cards Identification of issuers Part 1: Numbering system,Identification cards Identification of issuers Part 1: Numbering system,Product Specification,identification; cards; issuers; 1; numbering; system,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-00102,SYN-TENDER-00102,Procurement requirement for product/service conforming to DOMESTIC GAS STOVES AND BUILT IN HOB FOR USE WITH PNG SPECIFICATION (First Revision of IS 17153),DOMESTIC GAS STOVES AND BUILT IN HOB FOR USE WITH PNG SPECIFICATION (First Revision of IS 17153),Product Specification,domestic; gas; stoves; built; hob; use; png; first; revision; is; 17153,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-00103,SYN-TENDER-00103,Procurement requirement for product/service conforming to General requirements for riders for buckets used in shaft sinking opeiRations in mines,General requirements for riders for buckets used in shaft sinking opeiRations in mines,Product Specification,general; riders; buckets; used; shaft; sinking; opeirations; mines,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
SYN-REQ-00104,SYN-TENDER-00104,Procurement requirement for product/service conforming to Guide to terotechnology (The Economic Management Of Assets): Part 3 guide to the available techniques,Guide to terotechnology (The Economic Management Of Assets): Part 3 guide to the available techniques,Others,terotechnology; economic; management; assets; 3; available; techniques,Human validation required,NOT_SPECIFIED,NOT_SPECIFIED,SYNTHETIC,True
